forum_url,subject_url,post_member_group,user_url,post_count,user_date_registered,user_location,post_user,subject_title,post_date,post_text,user_last_activity,forum_title,forum_text,subject_user
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/32983-puede-causar-infertilidad-el-implanon,Junior Member,http://www.onmeda.es/foros/member/17241-denisse-ramirez,2,Ingreso: 14/11/15,,DENISSE RAMIREZ,Puede causar infertilidad el IMPLANON?,"14/11/15, 23:12:11","Tengo 3 meses que me retire el IMPLANON después de tenerlo 6 años en mi cuerpo, ahora quiero embarazarme y he seguido la calculadora de días fértiles, pero no he quedado embarazada, es posible que por el uso del IMPLANON pudiera tener algún problema de infertilidad?? Cuanto tiempo tengo que esperar para embarazarme
, antes del IMPLANON no era regular en mi periodo, ahora lo soy :/ pero no he logrado el embarazo.","Última Actividad: 14/11/15, 23:13:20",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",DENISSE RAMIREZ
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22359-mecaluña,6,Ingreso: 01/11/16,,Mecaluña,"No puedo ser madre, ayuda","01/11/16, 15:35:35","Hola Estimados señores, me llamo Mecaluña, tengo 36 años.Mi marido y yo deseamos de tener un niño.Pero por las causas de salud yo no puedo ser mamá, tengo cancer.Por eso pensamos de la maternidad subrogada, probablemente podéis ayudarnos en este problema.De antemano gracias.","Última Actividad: 05/01/17, 17:44:04",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22359-mecaluña,6,Ingreso: 01/11/16,,Mecaluña,"No puedo ser madre, ayuda","03/11/16, 14:56:35","Re: No puedo ser madre, ayuda
He leido de que hay países donde hacen programas de maternidad subrogada, pero por momento no puedo entender a qué puntos en todo esto hay que prestar atención, que pasos principales hay que realizar, lo tengo todo mezclado?","Última Actividad: 05/01/17, 17:44:04",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22375-manuela-gutierez,1,Ingreso: 02/11/16,,Manuela Gutierez,"No puedo ser madre, ayuda","02/11/16, 10:33:28","Re: No puedo ser madre, ayuda
Hola Mecaluña, que tal? Siento lo del cáncer es una cosa con cual hay que aprender a vivir y poder ser feliz.La maternidad subrogada es un programa de hoy día bastante famosa y abarca muchas personas.Si ya decedisteis de este proceso, como lo hemos hecho nosotros primero es necesario elegir país, clínica o agencia en la cual os podrían ayudar. No soy médico pero pienso que necesitéis una mujer donante.","Última Actividad: 03/11/16, 14:44:25",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22615-antonia556,3,Ingreso: 18/11/16,,Antonia556,"No puedo ser madre, ayuda","18/11/16, 10:17:04","Re: No puedo ser madre, ayuda
Hola Estimados señores, me llamo Mecaluña, tengo 36 años.Mi marido y yo deseamos de tener un niño.Pero por las causas de salud yo no puedo ser mamá, tengo cancer.Por eso pensamos de la maternidad subrogada, probablemente podéis ayudarnos en este problema.De antemano gracias.
Buenas Mecaluña! Es un dolor muy fuerte y lo siento mucho. Aquí todas tenemos problemas, con las cuales no podemos tener hijos(( Pero tenemos que seguir adelante y buscar opciones para poder ser madres algun día. Yo también estoy buscando información sobre la maternidad subrogada y espero que entre todas podamos encontrar la solución.
También he leido en algunos foros la información sobre cancer y subrogación y puede ser verdad lo que dice Manuela.
Yo, por ejemplo, lo primero que hago es mirar qué derechos tiene la madre gestante en cada país y después voy a mirar toda la información sobre las clínicas en el país elegido.
Suerte, chicas!","Última Actividad: 03/05/17, 17:04:52",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/23291-enma54,1,Ingreso: 22/12/16,,Enma54,"No puedo ser madre, ayuda","22/12/16, 15:22:43","Re: No puedo ser madre, ayuda
Hola Estimados señores, me llamo Mecaluña, tengo 36 años.Mi marido y yo deseamos de tener un niño.Pero por las causas de salud yo no puedo ser mamá, tengo cancer.Por eso pensamos de la maternidad subrogada, probablemente podéis ayudarnos en este problema.De antemano gracias.
Hola Mecaluña mi querida ante todo quiero darte ánimo, y no te olvides de que el mundo es multicolor si a veces pasamos por lo gris y negro pero mucho depende del esttado de nuestro alma. Y si tu tienes claro de que quieres tener un bebé felicidades y en adelante. Puede ser tu no siempre encuentras las opiniones positivas y atractivas digamos asi, pero si tu sientes que necesitas eso te deseo empezar ya y no dejar para mañana. Porque me atrevo de decirte tan segura, porque yo soy la madre por la gestación subrogada y mi hija es muy querida y recibe todo nuestro amor que podemos darle. Nosotros fuimos a biotexcom, lo que pasa vi el link mandado por Maria86Garcia. Es esta clínica a la cual acudimos por nuestro bebé, asi si te  surge alguna pregunta estoy en contacto.","Última Actividad: 29/12/16, 17:11:11",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/23405-miércoles,3,Ingreso: 29/12/16,,Miércoles,"No puedo ser madre, ayuda","29/12/16, 07:54:14","Re: No puedo ser madre, ayuda
Vaya siento mucho porlo tuyo estimada Mecaluña. Está bien que pienses en formar familia haste en una situación tan dificil como esta, cuando sabes que quizá no vas a poder ver como crecen tus hijos. Discúlpame si te digo palabras que te pueden dañar. Eres una gran mujer si no paras de vivir y queres una mejor vida. Pero crees que la gestación subrogada es la mejor solución? Este programa es muy caro y muy duro y largo… lo se que otra opción no tienes, no puedes adoptar… por las cols y por las malditas reglas de adopción, pero si nno llegarás a ser madre? Lo siento por decírtelo, pero igual es mejor viajar mucho o ser voluntaria o algo parecido ¿no? Bueno no sé, de todos modos discúlpame, eran unos pensamientos en altavoz…… tú verás lo que es mejor para ti.","Última Actividad: 05/01/17, 13:36:43",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/23405-miércoles,3,Ingreso: 29/12/16,,Miércoles,"No puedo ser madre, ayuda","29/12/16, 07:54:55","Re: No puedo ser madre, ayuda
Vaya siento mucho porlo tuyo estimada Mecaluña. Está bien que pienses en formar familia haste en una situación tan dificil como esta, cuando sabes que quizá no vas a poder ver como crecen tus hijos. Discúlpame si te digo palabras que te pueden dañar. Eres una gran mujer si no paras de vivir y queres una mejor vida. Pero crees que la gestación subrogada es la mejor solución? Este programa es muy caro y muy duro y largo… lo se que otra opción no tienes, no puedes adoptar… por las cols y por las malditas reglas de adopción, pero si nno llegarás a ser madre? Lo siento por decírtelo, pero igual es mejor viajar mucho o ser voluntaria o algo parecido ¿no? Bueno no sé, de todos modos discúlpame, eran unos pensamientos en altavoz…… tú verás lo que es mejor para ti.","Última Actividad: 05/01/17, 13:36:43",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22359-mecaluña,6,Ingreso: 01/11/16,,Mecaluña,"No puedo ser madre, ayuda","29/12/16, 17:22:17","Re: No puedo ser madre, ayuda
Hola a todos!!!! Felicidades con las Fiestas a todos. Quería compartir con vosotros que me siento tan triste odio las fiestas comunes, todos se sienten felices las casas llenas de alegría de los niños, hijos, nietos y mi casa esta vacía solo mi marido y yo. Las mujeres eligiendo en cort ingles la ropita para sus hijos y yo en la sección de los hombres, paseando sin ganas. Muy dificil.","Última Actividad: 05/01/17, 17:44:04",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22359-mecaluña,6,Ingreso: 01/11/16,,Mecaluña,"No puedo ser madre, ayuda","29/12/16, 17:23:12","Re: No puedo ser madre, ayuda
Hola Estimados señores, me llamo Mecaluña, tengo 36 años.Mi marido y yo deseamos de tener un niño.Pero por las causas de salud yo no puedo ser mamá, tengo cancer.Por eso pensamos de la maternidad subrogada, probablemente podéis ayudarnos en este problema.De antemano gracias.
Hola a todos!!!! Felicidades con las Fiestas a todos. Quería compartir con vosotros que me siento tan triste odio las fiestas comunes, todos se sienten felices las casas llenas de alegría de los niños, hijos, nietos y mi casa esta vacía solo mi marido y yo. Las mujeres eligiendo en cort ingles la ropita para sus hijos y yo en la sección de los hombres, paseando sin ganas. Muy dificil.","Última Actividad: 05/01/17, 17:44:04",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22359-mecaluña,6,Ingreso: 01/11/16,,Mecaluña,"No puedo ser madre, ayuda","29/12/16, 17:47:35","Re: No puedo ser madre, ayuda
Hola Mecaluña mi querida ante todo quiero darte ánimo, y no te olvides de que el mundo es multicolor si a veces pasamos por lo gris y negro pero mucho depende del esttado de nuestro alma. Y si tu tienes claro de que quieres tener un bebé felicidades y en adelante. Puede ser tu no siempre encuentras las opiniones positivas y atractivas digamos asi, pero si tu sientes que necesitas eso te deseo empezar ya y no dejar para mañana. Porque me atrevo de decirte tan segura, porque yo soy la madre por la gestación subrogada y mi hija es muy querida y recibe todo nuestro amor que podemos darle. Nosotros fuimos a biotexcom, lo que pasa vi el link mandado por Maria86Garcia. Es esta clínica a la cual acudimos por nuestro bebé, asi si te surge alguna pregunta estoy en contacto.
Hola Enma me alegro de todo mi corazón de que tienes la familia completa. Ahora es mi sueño poder a llegar a abrazar mi bebe, saber como va ser, ver sus piernas, dedos, poder abrazarlo. Cuentame de la clínica  que primeros pasos debo seguir para empezar el programa.  Quedan un par de dias antes de Año  Nuevo y antes de que empiece nuevo año mi vida va a empezar tambien de nuevo con la nueva desición la más importante de mi vida y espero  que esta desición se queda con nosotros para el resto de nuestras vidas!!!!!!!!!!!!!!","Última Actividad: 05/01/17, 17:44:04",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22359-mecaluña,6,Ingreso: 01/11/16,,Mecaluña,"No puedo ser madre, ayuda","05/01/17, 17:38:40","Re: No puedo ser madre, ayuda
Perdona Mecaluña si mi comentario te podía haber hecho daño, yo no tenia la intención de ofender ni nada, solo que piénsalo bien, el cáncer no es una enfermedad cualquiera como gripe. Quien sabe cuanto tiempo podrás estar con tu bebé, y que va hacer tu hijo o hija después? Es un estrés para el niño saber que no tiene madre. Bueno no se de todos modos tu eres la dueña de tu vida. Tu decides como la quieres vivir que tendrás después. Y lo de viajar y ser voluntaria no es nada malo, por lo menos te ayuda a distraerse, yr al mismo El corte ingles y contrar regalitos para tus sobrinos, vecinos y no sé a quien más. Hacer regalos siempre es algo positivo. Y las sonrisas de los niños seguro que te harán un poco más feliz. Un abrazo. Y muchas disculpas.
Bueno ya me siento más tranquila, tu también perdoname por reaccionar tan fuerte creo que ya entendiste de que es una situación y desición para mi muy difícil y dolorosa al mismo tiempo que me pueda hacer sentir mejor. No se cuanto me queda pero por muy poco que sea mejor me dedico haciendo lo que me gusta y lo que me llena. Entiendes?","Última Actividad: 05/01/17, 17:44:04",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/23405-miércoles,3,Ingreso: 29/12/16,,Miércoles,"No puedo ser madre, ayuda","05/01/17, 13:06:33","Re: No puedo ser madre, ayuda
Perdona Mecaluña si mi comentario te podía haber hecho daño, yo no tenia la intención de ofender ni nada, solo que piénsalo bien, el cáncer no es una enfermedad cualquiera como gripe. Quien sabe cuanto tiempo podrás estar con tu bebé, y  que va hacer tu hijo o hija después? Es un estrés para el niño saber que no tiene madre. Bueno no se de todos modos tu eres la dueña de tu vida. Tu decides como la quieres vivir que tendrás después. Y lo de viajar y ser voluntaria no es nada malo, por lo menos te ayuda a distraerse, yr al mismo El corte ingles y contrar regalitos para tus sobrinos, vecinos y no sé a quien más. Hacer regalos siempre es algo positivo. Y las sonrisas de los niños seguro que te harán un poco más feliz. Un abrazo. Y muchas disculpas.","Última Actividad: 05/01/17, 13:36:43",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/41101-no-puedo-ser-madre-ayuda,Junior Member,http://www.onmeda.es/foros/member/22659-sara9,1,Ingreso: 21/11/16,,Sara9,"No puedo ser madre, ayuda","21/11/16, 15:45:28","Re: No puedo ser madre, ayuda
Buenas chicas! Que pena me da, cada día hay mas y mas mujeres que no pueden tener hijos, quieren y no pueden por las distintas circunstancias. Y mas me da rabia, que las mujeres con hijos no se cuidan a la hora del embarazo y después no cuidan a sus bebés. Y lo que yo no puedo entender, es porqué Dios regala los niños a los que no los quieren y las parejas que quieren ser padres, no pueden tenerlos?? Menos mal que ahora la medicina puede ayudarnos. Esperemos que algun día todas vamos a ser madres felices con nuestros bebés sanos!","Última Actividad: 22/12/16, 16:04:30",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",Mecaluña
http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad,http://www.onmeda.es/foros/embarazo-bebés-y-niños/fertilidad-e-infertilidad/23931-ovarios-poliquisticos,Junior Member,http://www.onmeda.es/foros/member/13171-katnis,1,Ingreso: 28/04/15,,katnis,Ovarios Poliquisticos,"28/04/15, 05:54:19",Pueden crear infertilidad?,"Última Actividad: 28/04/15, 06:08:59",Fertilidad e infertilidad,"Ser padre o madre es una de las decisiones más importantes en la vida de una persona. Sin embargo, a veces no es tan sencillo. ¿Tienes alguna pregunta sobre fertilidad? ¿Quieres información sobre las mejores técnicas de reproducción asistida?",katnis
